0,1,2
0.0,0.0,1.0
0.04643773661752606,0.09763627350637161,1.048816344002844
0.0862195030137324,0.190503899098496,1.0951995721869903
0.12016553404424293,0.27882828010232014,1.1390505893716107
0.14905005698256002,0.3628194828286982,1.1800143225217898
0.17360349764223293,0.4426760911446236,1.217480560005127
0.19451417996654174,0.5185882820486272,1.2506597916147204
0.21242670480540318,0.590739425235987,1.2787150866512471
0.22793786608549738,0.6593064608660744,1.3009144021302192
0.24159239299244406,0.7244595475930897,1.316759849350956
0.2538806880981314,0.7863614231181296,1.3260595785728224
0.2652395413114163,0.8451667469132046,1.3289324139400032
0.2760555988780222,0.90102154304506,1.3257587896131937
0.2866706550864923,0.9540627524542591,1.3171037711000317
0.29738763341036767,1.004417844502503,1.3036366323787196
0.30847631523759433,1.052204415099455,1.2860627067090094
0.32017819487054205,1.0975296933572019,1.2650736362095254
0.3327101268135245,1.1404898819766909,1.2413158281991534
0.34626665282314706,1.181169261307013,1.2153736245978057
0.36102104836011073,1.2196389956478697,1.1877629541941668
0.37712522046983693,1.2559555924245482,1.1589317563057435
0.39470865881159667,1.2901589870334786,1.1292643074563806
0.41387669678790384,1.3222702666330568,1.0990875636800899
0.4347083675643238,1.352289106258288,1.0686782081632344
0.45725418529406814,1.380191086135659,1.0382697053035945
0.48153418240046825,1.4059251846801402,1.0080589523430448
0.5075365197271795,1.4294118921595054,0.9782123433729977
0.5352169461499404,1.4505425483153052,0.9488711778973631
0.5644993050998895,1.4691806229607354,0.9201564132992016
0.5952772030336222,1.4851656584327417,0.892172785194154
0.6274168073007381,1.4983205196667255,0.8650123640517097
0.6607606715351096,1.508462080504272,0.8387575590472023
0.6951323662796389,1.5154150089881184,0.8134836489409368
0.7303416320396057,1.519027559671257,0.7892608770162215
0.7661897271945344,1.5191876046032544,0.7661561659317389
0.8024746532228481,1.5158367448560393,0.7442345070076994
0.8389959770821315,1.5089804365086694,0.723560078829455
0.8755590197565543,1.4986927076051748,0.7041971417009454
0.9119782637653681,1.4851150091067327,0.6862107461359626
0.9480798762492426,1.4684494329912057,0.6696672687555718
0.9837033573067401,1.4489478846468213,0.6546347915473856
1.0187023486235378,1.4268988460111316,0.6411832983459321
1.0529446669063949,1.4026134731136997,0.6293846526063411
